Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Body Type,Position,Height,Weight
23,Panama,81,69,Houston Dynamo,122906424,282574,Right,2,3.0,4,Normal,Middle,170,64
23,Argentina,70,71,Racing Club,88358527,174772,Right,3,3.0,4,Normal,Back,171,69
36,Spain,69,73,Cádiz CF,88060499,189463,Left,2,2.0,3,Stocky,Forward,186,86
22,Ecuador,74,57,Charlotte FC,84280581,244431,Right,3,3.0,3,Normal,Middle,168,63
26,Netherlands,64,72,Fulham,90842063,214765,Right,4,2.0,3,Normal,Back,180,71
30,Italy,63,62,Fiorentina,76682090,291784,Right,4,4.0,3,Normal,Back,184,73
30,England,70,60,Luton Town,124973264,321080,Left,3,2.0,2,Stocky,Middle,172,73
28,Italy,76,72,Lecce,112342311,294068,Right,4,4.0,4,Lean,Back,171,75
27,Slovakia,69,72,Inter,102201625,258725,Right,3,3.0,3,Stocky,Back,188,80
22,Uruguay,67,69,Liverpool Fútbol Club,99287968,303268,Right,3,2.0,3,Normal,Middle,173,64
20,Argentina,70,68,Argentinos Juniors,122427358,298713,Right,3,3.0,3,Normal,Middle,180,72
29,Italy,73,82,Urbs Reggina 1914 ,109612729,224869,Left,3,3.0,3,Normal,Middle,184,80
26,Argentina,72,83,Deportivo Alavés,165204607,355721,Right,4,3.0,4,Normal,Back,181,70
22,Brazil,68,74,Olympique Lyonnais,114967587,312238,Left,3,3.0,3,Normal,Back,175,72
27,Spain,74,71,Girona FC,107072214,206784,Left,2,2.0,3,Normal,Back,175,67
26,Sweden,60,78,Sarpsborg 08 FF,131506028,311154,Left,4,3.0,3,Normal,Middle,183,73
26,Portugal,76,71,FC Arouca,98461221,245892,Right,3,3.0,3,Normal,Back,175,72
26,France,76,70,Nottingham Forest,101860868,231626,Left,3,3.0,3,Normal,Back,190,85
36,Argentina,76,71,Racing Club,129292583,274209,Right,2,3.0,2,Normal,Forward,183,78
28,Colombia,64,74,Vancouver Whitecaps FC,59073975,176929,Right,2,3.0,4,Normal,Middle,172,69
25,Albania,64,69,İttifak Holding Konyaspor,116558168,332334,Left,3,4.0,3,Normal,Middle,178,69
28,United States,72,70,Inter Miami CF,128200011,320779,Right,3,2.0,4,Normal,Back,172,75
21,Italy,71,73,Benevento,78859281,161973,Right,2,3.0,3,Lean,Middle,183,74
23,Slovenia,60,64,Göztepe SK,54647909,192841,Right,3,4.0,3,Normal,Middle,174,67
30,Togo,81,74,Al Ain FC,131995754,283829,Right,4,4.0,3,Normal,Forward,183,82
30,Uruguay,75,77,Argentinos Juniors,80962261,149376,Right,3,2.0,5,Stocky,Back,168,62
26,Netherlands,68,72,Toulouse Football Club,79432965,192622,Right,3,3.0,4,Lean,Middle,187,83
24,England,68,72,Brentford,110346138,320270,Left,4,2.0,4,Lean,Back,170,66
27,Austria,71,78,Hannover 96,112438386,246745,Left,3,3.0,2,Normal,Middle,177,72
23,Belgium,69,65,Sint-Truidense VV,84455448,208124,Right,2,4.0,3,Normal,Middle,175,73
32,France,71,75,LOSC Lille,127455293,211305,Right,3,4.0,3,Lean,Middle,172,66
25,England,76,78,Everton,132601448,233152,Right,3,3.0,3,Normal,Back,184,75
22,Brazil,67,78,Cuiabá,85679217,203761,Left,3,3.0,3,Normal,Middle,179,77
31,Switzerland,64,73,FC Zürich,119050824,284329,Right,4,4.0,3,Normal,Middle,168,62
34,Chile,73,86,Bologna,173585480,351035,Right,3,4.0,4,Stocky,Back,171,76
37,Spain,69,83,FC Cartagena,122609601,219856,Right,3,3.0,3,Lean,Middle,179,75
36,Republic of Ireland,75,76,Shamrock Rovers,146540268,252375,Left,3,3.0,2,Lean,Middle,177,75
27,Tunisia,75,71,Kasimpaşa SK,127067350,379745,Left,3,3.0,4,Normal,Middle,182,75
31,Spain,64,66,Los Angeles FC,116695137,338647,Right,3,3.0,3,Lean,Middle,180,75
31,Germany,75,76,Bayer 04 Leverkusen,144550574,324181,Right,2,4.0,3,Lean,Back,186,81
28,Germany,69,67,SV Werder Bremen,98008839,241050,Right,4,3.0,3,Lean,Forward,188,79
28,Ecuador,79,77,Independiente del Valle,180508301,343201,Right,4,3.0,3,Normal,Forward,179,65
29,England,66,79,Coventry City,107219069,231881,Left,4,2.0,4,Normal,Back,183,80
31,Italy,65,66,Adana Demirspor,93289107,245866,Right,2,4.0,4,Normal,Forward,190,94
30,Argentina,67,72,Colo-Colo,143566372,317670,Right,3,4.0,3,Lean,Forward,182,75
27,Austria,70,68,FK Austria Wien,102907768,296638,Left,3,3.0,3,Normal,Middle,174,70
27,Ghana,77,67,RC Strasbourg Alsace,126658988,318075,Right,2,3.0,3,Normal,Back,182,81
21,France,72,69,Unión Deportiva Las Palmas,81810051,256821,Left,3,3.0,3,Lean,Middle,175,71
29,Colombia,66,69,River Plate,119085566,257137,Right,3,4.0,4,Normal,Forward,183,87
29,England,73,66,Colorado Rapids,124584871,287882,Right,3,3.0,3,Normal,Middle,170,69
36,Spain,67,67,Adelaide United,88560022,153298,Right,3,3.0,2,Normal,Back,180,78
25,Spain,67,80,Getafe CF,125857834,300118,Right,4,4.0,4,Normal,Forward,182,74
22,Belgium,69,71,Racing Club de Lens,106920107,135162,Right,3,3.0,3,Normal,Forward,174,78
22,Brazil,71,74,Futebol Clube de Famalicão,90215487,200617,Right,3,3.0,2,Lean,Middle,178,68
23,Colombia,58,73,Junior FC,95887276,266258,Right,3,3.0,4,Normal,Middle,178,76
24,Mali,67,70,Southampton,97173816,224988,Right,3,3.0,1,Lean,Back,177,65
28,Morocco,67,75,Angers SCO,70465740,114592,Right,3,4.0,3,Lean,Middle,175,67
24,England,78,78,Montpellier Hérault SC,96482241,210180,Right,2,3.0,3,Normal,Middle,182,71
30,Sweden,62,76,Jeju United FC,72417632,209935,Left,3,3.0,3,Normal,Back,182,74
28,South Africa,69,66,Orlando Pirates,51613969,121887,Right,2,4.0,3,Lean,Middle,166,60
41,Spain,66,67,Málaga CF,102651825,271259,Right,4,3.0,4,Normal,Forward,169,68
26,Paraguay,70,78,Torino F.C.,133983888,316487,Right,3,4.0,4,Normal,Forward,181,73
30,Denmark,67,67,FC Midtjylland,75210326,222385,Right,3,3.0,3,Stocky,Back,184,82
23,Denmark,67,74,Rosenborg BK,103829654,259262,Left,4,3.0,3,Lean,Middle,177,68
24,Uruguay,61,65,Fenerbahçe SK,102346561,268818,Right,3,3.0,4,Lean,Middle,170,66
22,Paraguay,70,74,Club Guaraní,142460967,328460,Left,4,3.0,4,Normal,Back,173,77
29,Turkey,66,71,Atakaş Hatayspor,42268139,139787,Right,3,3.0,3,Normal,Middle,185,77
21,Denmark,69,68,FC Nordsjælland,121910843,343635,Right,3,3.0,3,Lean,Middle,178,65
32,France,72,70,New England Revolution,81035563,201613,Left,2,3.0,4,Normal,Back,179,69
25,Italy,77,74,Ternana,98099159,189323,Right,3,3.0,4,Lean,Middle,182,78
35,Brazil,56,65,Antalyaspor,106239335,252797,Right,4,3.0,3,Normal,Forward,184,80
28,Serbia,82,69,Gazişehir Gaziantep F.K.,99217853,247454,Right,3,3.0,3,Lean,Middle,175,65
25,Republic of Ireland,76,77,Rotherham United,131775402,263986,Right,2,4.0,3,Lean,Back,181,75
36,Spain,69,74,Queens Park Rangers,121982495,296587,Right,3,3.0,3,Normal,Back,178,82
31,Argentina,65,68,Patronato,85655398,253121,Left,2,3.0,4,Normal,Middle,181,79
22,Spain,61,78,Girona FC,104378399,246428,Right,4,3.0,3,Lean,Back,182,75
24,Republic of Ireland,75,79,Peterborough United,116772306,215840,Right,3,4.0,3,Lean,Middle,185,70
25,Ecuador,81,81,Delfín Sporting Club,182148564,371831,Right,2,4.0,3,Lean,Middle,176,63
28,Austria,64,77,Sport-Club Freiburg,103093121,237911,Left,4,3.0,3,Normal,Forward,193,91
28,Portugal,64,74,Levante Unión Deportiva,132598676,331754,Right,2,2.0,3,Normal,Back,183,80
26,Argentina,62,70,Estudiantes de La Plata,85697350,194769,Right,3,2.0,3,Stocky,Middle,179,77
23,Mexico,66,70,KRC Genk,99949883,238727,Left,3,3.0,3,Lean,Back,175,68
34,Spain,75,63,Sagan Tosu,127360929,317243,Right,2,4.0,3,Normal,Forward,186,79
27,Spain,68,67,CA Osasuna,53670645,157000,Right,2,3.0,2,Lean,Middle,190,77
29,Senegal,67,63,Real Betis Balompié,82261850,218718,Right,2,3.0,3,Normal,Back,173,67
30,Germany,77,71,1. FC Kaiserslautern,120305790,239720,Right,2,3.0,4,Lean,Back,182,70
30,United States,62,80,New England Revolution,140780118,319314,Right,3,2.0,3,Stocky,Back,180,75
32,Finland,74,63,Norwich City,71407531,182141,Right,2,3.0,3,Normal,Forward,180,80
35,England,60,69,Bolton Wanderers,84864794,252028,Right,3,3.0,3,Lean,Middle,173,61
25,England,67,63,Cardiff City,108454825,270912,Right,2,3.0,3,Lean,Middle,180,64
23,France,56,71,FC Lorient,111926971,254918,Right,3,3.0,3,Normal,Back,177,79
25,Scotland,64,81,Barnsley,85634297,241375,Left,3,2.0,5,Normal,Back,178,65
27,Spain,64,69,CA Osasuna,99616756,261200,Right,3,3.0,3,Lean,Back,180,75
27,Algeria,65,71,LOSC Lille,143871649,322783,Right,4,3.0,2,Normal,Back,173,72
24,Venezuela,61,65,Tigres U.A.N.L.,86587771,226435,Right,2,5.0,3,Stocky,Middle,158,55
21,Denmark,64,62,Celtic,104822691,296121,Left,3,3.0,2,Normal,Middle,187,77
25,Hungary,65,71,Sporting Kansas City,40362419,149685,Right,2,3.0,2,Lean,Middle,185,68
23,England,77,71,CD Tenerife,132765031,308129,Right,3,3.0,3,Lean,Middle,170,65
33,Belgium,63,71,RSC Anderlecht,57835614,302320,Right,2,3.0,3,Normal,Back,190,85
32,Germany,65,69,Sport-Club Freiburg,81462592,196882,Right,3,3.0,4,Normal,Middle,181,79
28,Romania,65,63,Rapid București,107464000,352271,Left,3,3.0,3,Lean,Middle,188,70
25,Kenya,80,67,AIK,119018597,188375,Left,3,4.0,2,Stocky,Back,168,70
29,Bolivia,63,72,Club Always Ready,107444920,278204,Right,3,2.0,4,Normal,Back,183,81
27,Peru,70,77,Ayacucho,76395646,164021,Right,3,2.0,3,Normal,Back,180,75
19,France,74,74,AS Saint-Étienne,120082703,338247,Right,2,3.0,3,Lean,Middle,181,72
26,England,70,66,Nottingham Forest,84340040,163042,Left,3,2.0,3,Lean,Back,183,71
33,Australia,62,74,Melbourne City FC,72906635,227363,Left,3,4.0,3,Normal,Back,177,71
22,Spain,64,65,SC Braga,98915073,250573,Right,4,4.0,2,Normal,Back,169,68
24,Guinea Bissau,68,74,Vitória de Guimarães,113943335,251428,Right,3,3.0,3,Lean,Middle,190,82
28,Norway,66,69,Hannover 96,137951721,321198,Right,3,4.0,4,Normal,Forward,187,82
36,Switzerland,70,73,FC Lugano,97081819,208794,Left,4,3.0,3,Normal,Back,183,80
29,Montenegro,60,55,LASK Linz,54910816,200984,Right,3,3.0,3,Normal,Back,180,76
22,Italy,71,77,Bologna,128834341,243654,Left,3,4.0,4,Lean,Middle,181,72
30,Costa Rica,68,79,Incheon United FC,135590264,225711,Left,4,1.0,3,Stocky,Back,174,75
25,Brazil,61,72,Grêmio,102962174,266118,Left,2,3.0,4,Normal,Back,180,74
28,Brazil,63,73,Inter Miami CF,103527171,218385,Left,3,3.0,2,Normal,Middle,172,75
27,Luxembourg,71,62,Al Wehda,78416522,212078,Right,2,2.0,3,Lean,Middle,185,85
34,Poland,73,74,Pogoń Szczecin,104149355,220750,Right,2,3.0,3,Normal,Middle,180,78
27,Congo DR,69,80,Olympique de Marseille,128122385,256206,Right,4,3.0,3,Normal,Back,182,78
21,Austria,71,70,RZ Pellets Wolfsberger AC,88578530,141560,Right,3,3.0,3,Normal,Middle,170,60
28,Austria,65,67,VfL Bochum 1848,61390549,227460,Left,3,3.0,4,Normal,Middle,175,74
22,South Africa,70,63,Orlando Pirates,86647094,241093,Right,2,3.0,3,Normal,Middle,176,67
28,Ecuador,68,69,LDU Quito,100150458,234709,Left,3,3.0,3,Normal,Back,170,76
39,France,70,69,US Salernitana 1919,126740453,269323,Right,3,5.0,3,Normal,Forward,170,72
34,Spain,60,67,FC Seoul,106526340,279041,Left,3,3.0,3,Normal,Back,192,86
30,Algeria,65,66,Stade Brestois 29,59697546,203394,Right,3,3.0,3,Normal,Middle,178,75
23,Argentina,69,71,Barracas Central,113426563,299689,Right,3,3.0,3,Normal,Middle,179,70
35,Spain,71,78,Adelaide United,141248777,326266,Right,4,3.0,4,Normal,Middle,173,71
24,England,68,72,Aston Villa,69892019,153948,Right,2,3.0,3,Lean,Back,183,77
22,France,61,54,FC Lorient,52611826,185693,Right,2,3.0,2,Lean,Middle,170,58
25,Greece,65,66,AZ Alkmaar,94030328,247589,Right,3,3.0,3,Normal,Back,180,68
20,Germany,62,69,Eintracht Frankfurt,78099221,211318,Right,4,3.0,3,Lean,Middle,180,73
23,France,59,73,AS Saint-Étienne,114852600,286060,Right,3,3.0,3,Normal,Back,176,74
25,Argentina,67,76,US Cremonese,108225231,242315,Right,3,3.0,4,Normal,Middle,168,70
29,Peru,66,68,Al Adalah,76068326,194094,Right,4,3.0,3,Normal,Middle,177,69
32,France,66,79,FC Lorient,113897016,234261,Left,3,3.0,4,Lean,Back,177,69
29,Spain,66,74,Elche CF,119263452,362333,Left,2,2.0,4,Lean,Forward,184,72
26,Republic of Ireland,66,73,Blackburn Rovers,70425683,164065,Right,4,4.0,3,Lean,Middle,167,64
34,Senegal,70,73,F.C. København,89203322,255876,Right,4,3.0,3,Normal,Forward,186,81
30,Japan,53,62,Ulsan Hyundai FC,66954898,250069,Left,2,3.0,2,Normal,Middle,175,67
25,Congo DR,69,69,Brentford,156599149,379964,Right,4,3.0,3,Lean,Back,176,74
25,Argentina,68,77,Club Atlético Tigre,145573927,287612,Right,4,3.0,4,Normal,Back,178,75
30,Bolivia,71,64,Club Deportivo Jorge Wilstermann,122660946,247109,Right,3,3.0,3,Lean,Back,170,69
31,Argentina,70,71,Barracas Central,178444519,443886,Right,4,3.0,3,Normal,Middle,169,72
23,Poland,69,67,Feyenoord,91171405,201832,Left,3,3.0,3,Lean,Middle,174,60
27,Argentina,73,72,Club Libertad,92806370,252007,Left,3,3.0,3,Stocky,Back,193,92
25,Japan,64,74,Kashima Antlers,80440734,269682,Right,4,2.0,4,Normal,Middle,181,73
35,Germany,77,75,1. FC Saarbrücken,161772329,388486,Left,3,3.0,3,Normal,Back,182,82
20,Ecuador,60,69,Bayer 04 Leverkusen,113653282,271997,Left,4,2.0,2,Normal,Back,183,66
21,Georgia,76,71,FC Metz,111078368,253180,Right,3,3.0,3,Normal,Middle,178,72
31,Colombia,68,78,Colorado Rapids,126490420,297687,Right,4,2.0,3,Normal,Middle,162,65
35,Spain,63,70,Como,102301406,302990,Right,2,3.0,4,Normal,Middle,179,76
25,Morocco,61,69,1. FC Magdeburg,82558560,235660,Right,3,4.0,4,Lean,Back,176,70
29,England,66,68,Wycombe Wanderers,97039817,229365,Right,2,3.0,2,Lean,Middle,178,74
20,Slovakia,62,71,FC Groningen,100878230,270936,Left,3,3.0,3,Stocky,Middle,173,72
20,Netherlands,59,61,Burnley,67866350,211003,Left,3,4.0,3,Lean,Back,168,57
26,Spain,63,69,Real Oviedo,105763385,308901,Right,2,3.0,3,Normal,Back,170,67
27,Turkey,65,74,1. FC Magdeburg,138580922,382091,Right,3,4.0,3,Lean,Back,170,73
22,Argentina,55,75,Vélez Sarsfield,69899162,148758,Left,3,3.0,3,Lean,Back,177,66
25,Brazil,66,78,Rio Ave FC,133741033,296156,Right,3,3.0,3,Normal,Back,185,78
20,Portugal,71,72,Desportivo das Aves,129154656,285237,Right,4,4.0,4,Normal,Middle,175,64
34,Italy,64,67,Lazio,77010372,246890,Left,3,3.0,4,Normal,Back,192,88
29,Colombia,67,74,Junior FC,113780592,189267,Left,3,3.0,2,Normal,Back,183,88
29,Spain,57,70,Athletic Club de Bilbao,90080183,269143,Left,4,3.0,4,Lean,Middle,191,84
23,Australia,62,71,Melbourne City FC,107446119,256238,Right,4,3.0,3,Normal,Middle,178,70
21,Italy,77,83,Empoli,123083293,215545,Left,3,3.0,2,Normal,Back,178,72
20,Greece,67,82,Panathinaikos FC,123636298,276500,Right,3,2.0,2,Lean,Middle,183,71
22,Portugal,70,66,Wolverhampton Wanderers,95485775,257256,Left,3,4.0,4,Normal,Back,172,62
31,Austria,78,71,Pisa,113881221,218983,Right,3,3.0,3,Normal,Middle,183,77
29,England,78,62,Everton,117347398,296632,Right,3,4.0,4,Normal,Back,188,81
20,Greece,66,70,FC Twente,101323103,257536,Right,3,4.0,4,Stocky,Back,184,73
26,Austria,64,71,FK Austria Wien,69223077,145557,Right,3,4.0,2,Normal,Middle,179,72
34,Colombia,63,68,Club Unión Magdalena S.A,98558823,247605,Right,3,3.0,3,Normal,Middle,187,88
32,Japan,57,68,FC Tokyo,117487275,321553,Right,3,4.0,3,Normal,Back,178,71
36,Scotland,69,67,Dundee United,108737656,368925,Left,3,3.0,3,Normal,Back,191,80
23,Argentina,61,68,River Plate,99920094,314033,Right,4,4.0,3,Normal,Middle,167,66
30,Chile,68,70,Vejle Boldklub,76054738,138525,Left,3,3.0,3,Normal,Back,180,80
29,Portugal,61,63,Moreirense FC,84759682,212187,Right,3,3.0,3,Normal,Back,176,70
29,Spain,69,68,Rayo Vallecano,89783705,235877,Left,3,3.0,4,Lean,Middle,167,61
19,France,80,79,Olympique Lyonnais,135193934,240942,Left,5,2.0,4,Lean,Back,184,73
32,Brazil,55,63,Unión Deportiva Las Palmas,60552518,161658,Right,4,2.0,3,Normal,Back,185,80
39,Netherlands,61,69,Barnet,130356231,299886,Left,3,3.0,3,Stocky,Middle,169,68
20,Belgium,74,75,RSC Anderlecht,125605783,265315,Right,3,3.0,3,Normal,Middle,172,63
31,Spain,66,72,Málaga CF,101438783,289937,Right,3,3.0,3,Lean,Middle,180,70
23,Kosovo,68,75,Hajduk Split,139279569,319503,Right,2,4.0,3,Normal,Back,174,65
31,Japan,77,68,Vissel Kobe,135156698,303093,Right,3,4.0,3,Lean,Forward,182,71
32,Spain,72,65,Racing Santander,97315670,295957,Right,2,3.0,4,Stocky,Back,179,75
28,England,61,65,Derby County,75572013,234265,Right,4,3.0,3,Lean,Back,179,72
27,Colombia,74,81,Los Angeles FC,109802007,235668,Right,3,3.0,3,Normal,Forward,178,78
21,Germany,65,76,1. FC Magdeburg,114529208,303212,Right,4,2.0,4,Normal,Middle,173,70
33,Italy,70,71,SPAL,123633039,194863,Right,3,4.0,2,Normal,Middle,180,77
26,Slovakia,68,70,F.C. København,95959639,206817,Right,3,3.0,3,Normal,Back,189,81
27,Switzerland,65,64,Royal Antwerp FC,105525598,317284,Right,3,4.0,4,Stocky,Forward,188,92
23,Uruguay,80,78,Club Nacional de Football,137082091,264955,Right,3,3.0,3,Normal,Back,169,70
23,Egypt,68,63,VfL Wolfsburg,99494244,328045,Right,2,3.0,4,Normal,Middle,183,81
25,Argentina,67,78,Gimnasia y Esgrima La Plata,116207729,313216,Right,3,2.0,3,Lean,Middle,175,70
31,Japan,69,73,1. FC Union Berlin,80913722,177471,Right,4,4.0,4,Lean,Middle,178,72
28,Norway,62,75,Ferencvárosi TC,115678513,321553,Right,2,3.0,3,Lean,Middle,174,60
25,Hungary,75,77,Sport-Club Freiburg,136301878,264938,Right,4,4.0,3,Normal,Middle,183,75
25,Saudi Arabia,68,77,Al Ittihad,121794698,262769,Left,3,2.0,3,Lean,Middle,178,77
19,Russia,71,70,PFC CSKA Moscow,55067312,162602,Right,2,3.0,4,Lean,Middle,181,67
28,Brazil,72,75,SC Farense,123063164,242373,Right,3,3.0,3,Normal,Middle,172,64
24,Colombia,78,74,Independiente Medellín,139164179,335622,Right,3,3.0,3,Lean,Middle,179,70
22,Brazil,69,66,Fluminense,115447975,376053,Left,4,5.0,3,Lean,Middle,171,63
21,France,66,75,Arsenal,112762938,243460,Right,2,3.0,2,Normal,Back,192,85
26,England,73,72,AFC Richmond,105873170,226388,Right,2,2.0,3,Stocky,Back,184,89
24,Nigeria,74,74,Nottingham Forest,117157800,241624,Right,3,2.0,2,Stocky,Forward,183,85
26,Spain,66,66,SD Huesca,95484665,187733,Right,3,4.0,4,Normal,Forward,175,71
24,Japan,68,55,Urawa Red Diamonds,68096421,232585,Left,3,4.0,4,Lean,Middle,172,63
35,Germany,67,64,SpVgg Greuther Fürth,58079266,199641,Right,2,3.0,2,Normal,Back,180,75
24,Netherlands,71,75,Stade de Reims,132961468,285183,Right,2,3.0,3,Normal,Middle,173,72
32,Norway,64,64,FK Bodø/Glimt,77051089,211749,Right,3,3.0,3,Lean,Back,190,68
30,Montenegro,68,63,FCSB (Steaua),123966359,290355,Left,3,3.0,4,Normal,Back,183,77
25,Denmark,72,71,Silkeborg IF,91355660,207499,Right,3,4.0,3,Normal,Middle,189,82
29,England,77,83,Sunderland,89313360,183997,Right,2,3.0,3,Lean,Middle,168,62
23,Brazil,69,87,AC Monza,125620366,243367,Left,4,2.0,4,Normal,Middle,184,75
24,England,61,71,Harrogate Town,118391048,299880,Right,3,3.0,2,Normal,Middle,173,70
34,Japan,61,72,FC Tokyo,75462438,272494,Right,3,4.0,3,Lean,Back,170,68
29,Uruguay,74,75,Vélez Sarsfield,114080775,299558,Right,3,3.0,3,Normal,Back,187,83
21,Uruguay,66,64,Puebla FC,120405077,292728,Left,3,3.0,3,Normal,Back,177,70
23,Denmark,76,74,Galatasaray SK,117993040,230707,Right,3,3.0,3,Normal,Back,185,78
24,Hungary,75,66,Fenerbahçe SK,84779795,184234,Left,3,3.0,3,Normal,Back,192,83
26,Republic of Ireland,73,79,Portsmouth,148883761,240441,Right,4,4.0,4,Lean,Middle,182,77
36,China PR,71,69,Shenzhen FC,96599603,165656,Right,4,4.0,3,Normal,Forward,185,75
27,Republic of Ireland,66,71,Cardiff City,150758627,289643,Left,3,3.0,2,Lean,Back,180,75
24,Senegal,63,63,Watford,112036053,294445,Right,3,2.0,2,Lean,Back,185,76
24,Republic of Ireland,67,68,Shrewsbury Town,60085173,72089,Left,3,2.0,3,Lean,Middle,183,73
34,Poland,58,70,Śląsk Wrocław,67366297,223565,Right,2,3.0,3,Lean,Middle,175,66
25,Bosnia and Herzegovina,58,70,Ascoli,59163120,241551,Right,2,3.0,3,Normal,Middle,180,70
20,Portugal,70,77,VfB Stuttgart,158136886,347164,Right,3,3.0,4,Lean,Forward,180,78
28,Nigeria,76,73,KRC Genk,100687351,252323,Right,3,2.0,3,Normal,Forward,201,98
26,Austria,55,72,SK Rapid Wien,98726198,292574,Right,3,3.0,3,Lean,Middle,183,70
22,Brazil,63,78,Sport Club Corinthians Paulista,92572996,255515,Right,4,3.0,3,Stocky,Forward,187,85
24,Switzerland,55,71,Hamburger SV,96285137,259242,Left,2,3.0,3,Lean,Back,182,77
23,Slovenia,68,76,SK Sturm Graz,170124970,352944,Left,3,3.0,3,Normal,Middle,176,69
28,Germany,83,68,Fortuna Düsseldorf,117485233,268156,Right,3,3.0,4,Lean,Middle,185,75
28,Spain,66,67,Toronto FC,95008708,199433,Right,3,3.0,2,Normal,Forward,183,80
21,Wales,67,64,Nottingham Forest,95791201,270455,Right,3,4.0,3,Lean,Forward,181,71
25,Nigeria,68,74,Adana Demirspor,113698022,232464,Right,3,4.0,4,Normal,Middle,175,70
22,England,78,71,Middlesbrough,134703503,320906,Left,4,2.0,2,Lean,Back,183,72
26,Costa Rica,65,77,Degerfors IF,41669846,122858,Right,3,3.0,4,Stocky,Back,178,77
24,Japan,62,75,Sanfrecce Hiroshima,98684511,297464,Right,4,3.0,4,Lean,Forward,175,67
32,Brazil,56,70,Orlando City Soccer Club,78061936,160692,Right,3,4.0,3,Normal,Middle,175,72
33,France,71,76,FC Girondins de Bordeaux,149128387,389099,Right,4,3.0,4,Normal,Middle,183,86
24,Austria,77,72,VfB Stuttgart,128168474,244136,Right,3,3.0,2,Stocky,Forward,200,93
33,United States,73,68,Nashville SC,106822252,224340,Right,2,3.0,3,Normal,Forward,185,84
23,France,68,67,Eintracht Frankfurt,136721327,328792,Right,4,3.0,3,Lean,Forward,187,73
28,Croatia,63,76,Hajduk Split,68190281,196403,Right,3,3.0,4,Normal,Back,189,89
20,Sweden,77,78,Manchester United,131033810,180845,Right,2,3.0,4,Lean,Back,178,75
24,Denmark,65,67,Norwich City,129037766,272361,Right,4,3.0,3,Lean,Middle,184,77
23,Greece,63,63,Raków Częstochowa,80092964,206555,Right,2,3.0,3,Lean,Middle,182,73
21,England,57,52,Everton,92350458,274130,Right,4,3.0,3,Lean,Middle,183,74
33,Japan,64,74,Urawa Red Diamonds,70115956,146094,Right,2,3.0,3,Normal,Middle,175,65
26,Ecuador,68,75,Guayaquil City FC,108693690,270299,Right,3,3.0,4,Normal,Middle,183,79
24,Portugal,60,60,Udinese Calcio,70436149,222449,Right,2,3.0,3,Lean,Forward,194,88
25,Germany,60,80,Hannover 96,94478439,241748,Right,3,3.0,2,Normal,Middle,187,81
24,Scotland,57,68,Aberdeen,81676905,200386,Right,4,4.0,3,Normal,Middle,187,80
27,Japan,60,69,Avispa Fukuoka,84046667,242106,Right,3,3.0,4,Lean,Middle,178,70
